case,policy,step,time,agent_x,agent_y,agent_yaw,obs_x,obs_y,obs_dist_2d,goal_dist_2d,raw_x,raw_y,raw_z,safe_x,safe_y,safe_z,cmd_x,cmd_y,world_cmd_x,world_cmd_y
front_oncoming,author,12,1.2000000000000002,1.1093544960021973,0.1793075740337372,-0.019257723468796638,0.7999999999999998,0.0,0.35756315568391234,3.894775172443742,0.8228335380554199,0.12630653381347656,0.1854100227355957,0.8228335380554199,0.12630653381347656,0.0,0.8206041542615452,0.14006139311555144,0.8228335380554198,0.12630653381347656
front_oncoming,author,13,1.3,1.1911539077758788,0.1916395485401154,-0.021937377016177394,0.7,0.0,0.5272171067863559,3.8136641528608175,0.8177470564842224,0.12374082207679749,0.18500900268554688,0.8179941177368164,0.12331974506378174,0.0,0.8154677310492036,0.1390486094576019,0.8179941177368164,0.12331974506378171
front_oncoming,author,14,1.4000000000000001,1.2724798321723938,0.20372399985790257,-0.02507843866244226,0.5999999999999999,0.0,0.7026610796085933,3.7330831854754654,0.813028872013092,0.12131457775831223,0.18513929843902588,0.8132592439651489,0.1208445131778717,0.0,0.8104127628946678,0.13865477992984462,0.813259243965149,0.1208445131778717
front_oncoming,author,15,1.5,1.3533231437206268,0.21559753566980366,-0.028267906394752896,0.5,0.0,0.8801378784009616,3.6530445373017972,0.8082324266433716,0.11916154623031616,0.18495559692382812,0.8084331154823303,0.11873535811901093,0.0,0.8052015203809583,0.13897013726808216,0.8084331154823301,0.11873535811901094
front_oncoming,author,16,1.6,1.4336238086223603,0.22725716158747677,-0.03134640644832225,0.3999999999999999,0.0,1.058311861052209,3.5736095136315718,0.803006649017334,0.11659625917673111,0.18478238582611084,0.803006649017334,0.11659625917673111,0.0,0.7993903460909705,0.13924597156332247,0.8030066490173339,0.11659625917673114
front_oncoming,author,17,1.7000000000000002,1.5133850276470184,0.23864981010556224,-0.03457537672678028,0.2999999999999998,0.0,1.2366312939519917,3.4947729106909655,0.7974390387535095,0.11431987583637238,0.1841038465499878,0.797612190246582,0.1139264851808548,0.0,0.7936497554825138,0.13886869941840532,0.7976121902465821,0.11392648518085477
front_oncoming,author,18,1.8,1.5926186382770537,0.24977286607027058,-0.03824707230329842,0.19999999999999996,0.0,1.4148403289069735,3.416523705294883,0.792336106300354,0.11123055964708328,0.18411242961883545,0.792336106300354,0.11123055964708328,0.0,0.7880174794418849,0.13855394198891538,0.792336106300354,0.11123055964708327
front_oncoming,author,19,1.9000000000000001,1.6713295519351958,0.26064529344439513,-0.041739624235632974,0.09999999999999987,0.0,1.5928002165304909,3.3388595239714203,0.7871091365814209,0.10872427374124527,0.1835266351699829,0.7871091365814209,0.10872427374124527,0.0,0.7823761285764614,0.13874204130046303,0.7871091365814209,0.10872427374124527
front_oncoming,author,20,2.0,1.7495443224906921,0.27121397554874427,-0.04567573444676669,0.0,0.0,1.770441288744806,3.261750930403094,0.7820327281951904,0.10604940354824066,0.18299853801727295,0.7821477055549622,0.10568682104349136,0.0,0.7770564296652096,0.13823184352068776,0.7821477055549622,0.10568682104349136
front_oncoming,author,21,2.1,1.827788731616998,0.2815110178468395,-0.04931613913870096,-0.10000000000000009,0.0,1.9482345461772919,3.1846778148543153,0.7820327281951904,0.10604940354824066,0.18299853801727295,0.7820327281951904,0.10604940354824066,0.0,0.77692642278399,0.1385893125079383,0.7824440912630588,0.10297042298095267
front_oncoming,author,22,2.2,1.905022916358972,0.2914432467696835,-0.05356055173788285,-0.20000000000000018,0.0,2.1251025021123304,3.108668897510762,0.7722169756889343,0.09960205107927322,0.182722806930542,0.7722169756889343,0.09960205107927322,0.0,0.7665066319553818,0.1372750144116892,0.7723418474197388,0.09932228922843933
front_oncoming,author,23,2.3000000000000003,1.9948806257667784,0.3167497547147442,-0.05782031957108695,-0.30000000000000027,0.0,2.316637108748708,3.0217665132342244,0.7672904133796692,0.09598710387945175,0.18289566040039062,0.898577094078064,0.2530650794506073,0.0,0.8837406878266523,0.30080745522475955,0.8985770940780641,0.2530650794506073
front_oncoming,author,24,2.4000000000000004,2.0710587950172665,0.32550945373155366,-0.06253985041796195,-0.40000000000000036,0.0,2.4924060609982477,2.9469735300328574,0.7616279721260071,0.0880870372056961,0.1833261251449585,0.7617816925048828,0.08759699016809464,0.0,0.7554465927167918,0.1314725266917105,0.7617816925048827,0.08759699016809462
front_oncoming,author,25,2.5,2.170447610695601,0.3365486257140025,-0.06754323786351187,-0.5,0.0,2.691571180359128,2.849496745267174,0.7568768262863159,0.08431002497673035,0.18350350856781006,0.756943941116333,0.08407419174909592,0.0,0.9850457441098533,0.1722930120784512,0.9938881567833434,0.11039171982448845
front_oncoming,author,26,2.6,2.269901221251313,0.3469879430974672,-0.07262735616433416,-0.6000000000000001,0.0,2.8908015588059293,2.7520610411798794,0.7508219480514526,0.07881130278110504,0.18405413627624512,0.7508219480514526,0.07881130278110504,0.0,0.9852226938382351,0.17127826349578432,0.9945361055571232,0.10439317383464682
front_oncoming,author,27,2.7,2.3694176770519415,0.35681011316734673,-0.07800656006873662,-0.7000000000000002,0.0,3.0900871076811787,2.6546707544750814,0.7442869544029236,0.0736699029803276,0.18434250354766846,0.7443890571594238,0.07347042113542557,0.0,0.9854137850789174,0.17017541589912846,0.9951645580062809,0.09822170069879498
front_oncoming,author,28,2.8000000000000003,2.4689829349479155,0.36612458685662114,-0.08338576397313907,-0.8000000000000003,0.0,3.2894219312945583,2.557360865557655,0.7442869544029236,0.0736699029803276,0.18434250354766846,0.7442869544029236,0.0736699029803276,0.0,0.9853662962336744,0.17045017526165954,0.9956525789597401,0.09314473689274397
front_oncoming,author,29,2.9000000000000004,2.5686272154644842,0.37455176671321366,-0.08941304988575785,-0.9000000000000004,0.0,3.48879116397197,2.46005338221104,0.7315173149108887,0.06186635047197342,0.1856074333190918,0.7315173149108887,0.06186635047197342,0.0,0.9859616583685608,0.1669718785518012,0.9964428051656874,0.08427179856592502
front_oncoming,author,30,3.0,2.6683335540132944,0.3822098378274086,-0.09638895127218783,-1.0,0.0,3.688191348565291,2.3627849617500805,0.7251043915748596,0.055879510939121246,0.1861286163330078,0.7251681685447693,0.05569745600223541,0.0,0.9862422371170765,0.16530653261835807,0.9970633854881009,0.07658071114194931
front_oncoming,author,31,3.1,2.7680989931426754,0.3890550664811347,-0.10299768924452501,-1.1,0.0,3.887615421502752,2.2655564325713407,0.718645453453064,0.04930858314037323,0.1877661943435669,0.718645453453064,0.04930858314037323,0.0,0.9864356277828785,0.16414856758619095,0.9976543912938091,0.06845228653726132
front_oncoming,author,32,3.2,2.8679225164368587,0.3949934330187986,-0.11065535468285001,-1.2000000000000002,0.0,4.0870543685962835,2.168357490831462,0.7120710611343384,0.04269584268331528,0.1898735761642456,0.7121514081954956,0.042364925146102905,0.0,0.9868394392498904,0.16170318840691414,0.998235232941833,0.05938366537663875
front_oncoming,author,33,3.3000000000000003,2.96779672777966,0.4000076038030325,-0.11790835013173266,-1.3000000000000003,0.0,4.2865014863810575,2.0711968092683275,0.7054274082183838,0.03571164608001709,0.19133126735687256,0.705488920211792,0.03541897237300873,0.0,0.9870966152277213,0.16012580118761616,0.9987421134280128,0.05014170784233944
front_oncoming,author,34,3.4000000000000004,3.0658052823594213,0.4198651774006799,-0.12633483310155583,-1.4000000000000004,0.0,4.485499257289318,1.9792412619340833,0.698380708694458,0.027417823672294617,0.190329909324646,0.8625246286392212,0.17475664615631104,0.0,0.9499211505738172,0.312489692138021,0.9800855457976113,0.19857573597647382
front_oncoming,author,35,3.5,3.1657866183561616,0.42179713296615123,-0.13507720708500606,-1.5,0.0,4.684813506363929,1.882087019980689,0.6909375190734863,0.013351097702980042,0.18932974338531494,0.6909375190734863,0.013351097702980042,0.0,0.9894109653300064,0.1451411095615048,0.9998133599674013,0.019319555654713008
front_oncoming,author,36,3.6,3.2657844290046927,0.42245884702864345,-0.14487863437015203,-1.6,0.0,4.884089432737416,1.7849300053826622,0.6836121082305908,0.004741653800010681,0.18802189826965332,0.6836628913879395,0.0045239925384521484,0.0,0.9899781335865936,0.1412207315531425,0.999978106485312,0.006617140624922413
front_oncoming,author,37,3.7,3.3657824769730627,0.42183402504155987,-0.1542855965108727,-1.7000000000000002,0.0,5.0833154583096745,1.6877828228925253,0.676224946975708,-0.004121795296669006,0.18675124645233154,0.6762391328811646,-0.004225373268127441,0.0,0.9904061892917225,0.13818675845625988,0.9999804796837014,-0.006248219870835681
front_oncoming,author,38,3.8000000000000003,3.465764674666528,0.4199471905536423,-0.16411822739342347,-1.8000000000000003,0.0,5.28248362532434,1.5906708258954778,0.6654066443443298,-0.012557357549667358,0.1855335235595703,0.6654066443443298,-0.012557357549667358,0.0,0.9908452380912465,0.13500264498113027,0.9998219769346544,-0.018868344879175575
front_oncoming,author,39,3.9000000000000004,3.565713875303575,0.4167601398770335,-0.17442376050143982,-1.9000000000000004,0.0,5.481579807033403,1.4936082825449961,0.6505106091499329,-0.020742639899253845,0.18153464794158936,0.6505106091499329,-0.020742639899253845,0.0,0.9912687195656634,0.1318572167560439,0.9994920063704726,-0.03187050676608863
front_oncoming,author,40,4.0,3.6656066086485195,0.41212960806353716,-0.18525967269649693,-2.0,0.0,5.680576472313737,1.3965874611799685,0.6356266140937805,-0.029464498162269592,0.17761576175689697,0.6356266140937805,-0.029464498162269592,0.0,0.9918061686841091,0.12775180531072133,0.9989273334494455,-0.04630531813496325
front_oncoming,author,41,4.1000000000000005,3.7654095416997513,0.4058546933731749,-0.19668947103182008,-2.1000000000000005,0.0,5.879434252034418,1.2995890242145984,0.620824933052063,-0.038947075605392456,0.17378222942352295,0.6208036541938782,-0.03903181850910187,0.0,0.9925100071821626,0.12216335638506133,0.9980293305123189,-0.06274914690362243
front_oncoming,author,42,4.2,3.86508539105956,0.397809505096901,-0.2101052985955654,-2.2,0.0,6.078117570694856,1.2026153050464115,0.6060038805007935,-0.04891270399093628,0.1712714433670044,0.6060038805007935,-0.04891270399093628,0.0,0.9932621053814982,0.11588955955181524,0.9967584935980884,-0.0804518827627392
front_oncoming,author,43,4.3,3.9645879465515628,0.38784750476760305,-0.22280850884640618,-2.3,0.0,6.276582495835898,1.1056689411305562,0.5911736488342285,-0.0591871440410614,0.16840004920959473,0.5911736488342285,-0.0591871440410614,0.0,0.9939209421023709,0.11009614366695748,0.9950255549200265,-0.0996200032929797
front_oncoming,author,44,4.4,4.06412582241592,0.39745017462612875,-0.2380809802499001,-2.4000000000000004,0.0,6.476333012541483,1.0167728938061922,0.5762364268302917,-0.06992357969284058,0.16568922996520996,0.7193297743797302,0.06939555704593658,0.0,0.9495547151797074,0.313601407649878,0.995378758643571,0.09602669858525723
front_oncoming,author,45,4.5,4.162760060397324,0.38097937932572734,-0.2544331239479707,-2.5,0.0,6.673643450911741,0.9198456413645221,0.5584422945976257,-0.09325350821018219,0.1625223159790039,0.5584422945976257,-0.09325350821018219,0.0,0.9973643940933505,0.07255525752696182,0.9863423798140418,-0.1647079530040138
front_oncoming,author,46,4.6000000000000005,4.162760060397324,0.38097937932572734,-0.2716937112943464,-2.6000000000000005,0.0,6.773482776384439,0.9198456413645221,0.5429242253303528,-0.10479371249675751,0.16015374660491943,0.5429242253303528,-0.10479371249675751,0.0,0.0,0.0,0.0,0.0
front_oncoming,author,47,4.7,4.162760060397324,0.38097937932572734,-0.2837761224368094,-2.7,0.0,6.873326773408645,0.9198456413645221,0.5431033372879028,-0.10474319756031036,0.159798264503479,0.5430136919021606,-0.104768306016922,0.0,0.0,0.0,0.0,0.0
front_oncoming,author,48,4.800000000000001,4.162760060397324,0.38097937932572734,-0.2981024099343012,-2.8000000000000007,0.0,6.9731752413183745,0.9198456413645221,0.5432810187339783,-0.10468979924917221,0.15949487686157227,0.5432810187339783,-0.10468979924917221,0.0,0.0,0.0,0.0,0.0
front_oncoming,author,49,4.9,4.162760060397324,0.38097937932572734,-0.30813081118254554,-2.9000000000000004,0.0,7.073027990769939,0.9198456413645221,0.5435470342636108,-0.1046108677983284,0.15904724597930908,0.5434555411338806,-0.1046377420425415,0.0,0.0,0.0,0.0,0.0
front_oncoming,author,50,5.0,4.162760060397324,0.38097937932572734,-0.3200216298054638,-3.0,0.0,7.172884842955064,0.9198456413645221,0.5437204241752625,-0.10455996543169022,0.15875709056854248,0.5437204241752625,-0.10455996543169022,0.0,0.0,0.0,0.0,0.0
front_oncoming,author,51,5.1000000000000005,4.162760060397324,0.38097937932572734,-0.3307233665660902,-3.1000000000000005,0.0,7.272745628878681,0.9198456413645221,0.5440632104873657,-0.10446146875619888,0.1581871509552002,0.543976366519928,-0.10448624938726425,0.0,0.0,0.0,0.0,0.0
front_oncoming,author,52,5.2,4.162760060397324,0.38097937932572734,-0.34035492965065395,-3.2,0.0,7.372610188695278,0.9198456413645221,0.5443107485771179,-0.10439180582761765,0.15777838230133057,0.5441440939903259,-0.10443855822086334,0.0,0.0,0.0,0.0,0.0
front_oncoming,author,53,5.300000000000001,4.162760060397324,0.38097937932572734,-0.34902333642676137,-3.3000000000000007,0.0,7.472478371098367,0.9198456413645221,0.544479489326477,-0.1043446958065033,0.15750110149383545,0.544479489326477,-0.1043446958065033,0.0,0.0,0.0,0.0,0.0
front_oncoming,author,54,5.4,4.162760060397324,0.38097937932572734,-0.356824902525258,-3.4000000000000004,0.0,7.57235003275815,0.9198456413645221,0.5448035597801208,-0.1042562872171402,0.15697240829467773,0.5446394085884094,-0.10430090874433517,0.0,0.0,0.0,0.0,0.0
front_oncoming,author,55,5.5,4.162760060397324,0.38097937932572734,-0.36228599879420564,-3.5,0.0,7.672225037803037,0.9198456413645221,0.5449626445770264,-0.10421369969844818,0.15671420097351074,0.5448839664459229,-0.1042347103357315,0.0,0.0,0.0,0.0,0.0
front_oncoming,author,56,5.6000000000000005,4.162760060397324,0.38097937932572734,-0.3676690794021684,-3.6000000000000005,0.0,7.772103257341046,0.9198456413645221,0.5450440645217896,-0.10419178009033203,0.15658283233642578,0.5450440645217896,-0.10419178009033203,0.0,0.0,0.0,0.0,0.0
front_oncoming,author,57,5.7,4.162760060397324,0.38097937932572734,-0.37360607120312433,-3.7,0.0,7.871984569017571,0.9198456413645221,0.5452800989151001,-0.10412973165512085,0.1562023162841797,0.5452800989151001,-0.10412973165512085,0.0,0.0,0.0,0.0,0.0
front_oncoming,author,58,5.800000000000001,4.162760060397324,0.38097937932572734,-0.3789493638239847,-3.8000000000000007,0.0,7.971868856606349,0.9198456413645221,0.5455149412155151,-0.1040688008069992,0.15582644939422607,0.5455149412155151,-0.1040688008069992,0.0,0.0,0.0,0.0,0.0
front_oncoming,author,59,5.9,4.162760060397324,0.38097937932572734,-0.38268966865858695,-3.9000000000000004,0.0,8.071756009630722,0.9198456413645221,0.5456691980361938,-0.10402937978506088,0.15558075904846191,0.5455149412155151,-0.1040688008069992,0.0,0.0,0.0,0.0,0.0
front_oncoming,own1500,0,0.0,0.08090393543243408,0.00043491125106811526,0.0,2.0,0.0,1.9190961138480052,4.919096083793435,0.8090664148330688,0.004219174385070801,0.06833946704864502,0.8090393543243408,0.004349112510681152,0.0,0.8090393543243408,0.004349112510681152,0.8090393543243408,0.004349112510681152
front_oncoming,own1500,1,0.1,0.161651486158371,0.0007798806065693498,-8.841283852234483e-06,1.9,0.0,1.7383486887817303,4.838348576695075,0.8074755072593689,0.0034496935550123453,0.0668419599533081,0.8074755072593689,0.0034496935550123453,0.0,0.8074755072593689,0.0034496935550123453,0.8074755072593689,0.0034496935550123453
front_oncoming,own1500,2,0.2,0.24222834706306462,0.0010528041981160642,-3.686253883645741e-05,1.8,0.0,1.5577720087004232,4.757771769419687,0.805768609046936,0.002729235915467143,0.06536209583282471,0.805768609046936,0.002729235915467143,0.0,0.805768584885494,0.002736359944352185,0.8057686090469361,0.0027292359154671435
front_oncoming,own1500,3,0.30000000000000004,0.3226119279861451,0.001279491255991161,-5.530437981362547e-05,1.7,0.0,1.3773886662899177,4.6773882470151396,0.8038472533226013,0.0021622024942189455,0.06364941596984863,0.8038358092308044,0.002266870578750968,0.0,0.8038357251220548,0.002296502005939998,0.8038358092308043,0.002266870578750968
front_oncoming,own1500,4,0.4,0.40280236601829533,0.0014947937335819009,-7.712876304579731e-05,1.6,0.0,1.1971985671640681,4.597197877000216,0.8019043803215027,0.0021530247759073973,0.06206798553466797,0.8019043803215027,0.0021530247759073973,0.0,0.8019042600234608,0.002197373597015707,0.8019043803215028,0.0021530247759073977
front_oncoming,own1500,5,0.5,0.4828091800212861,0.0017455832334235314,-0.00010193120999644201,1.5,0.0,1.0171923177599176,4.517191157252567,0.8000681400299072,0.0025078949984163046,0.06062936782836914,0.8000681400299072,0.0025078949984163046,0.0,0.8000679442193274,0.00256960325688844,0.8000681400299073,0.002507894998416304
front_oncoming,own1500,6,0.6000000000000001,0.5626372754573823,0.0021000434644520287,-0.00013038120047159651,1.4,0.0,0.8373653579149237,4.437363221479941,0.798292338848114,0.0034233620390295982,0.059230804443359375,0.7982809543609619,0.003544602310284972,0.0,0.7982805889083019,0.003625972035325036,0.798280954360962,0.0035446023102849726
front_oncoming,own1500,7,0.7000000000000001,0.6422873675823213,0.0025454436428844936,-0.00016466946523516768,1.2999999999999998,0.0,0.6577175580179774,4.357713375844716,0.7965009212493896,0.004454001784324646,0.05786609649658203,0.7965009212493896,0.004454001784324646,0.0,0.7965003337613297,0.0045578504924622875,0.7965009212493898,0.004454001784324647
front_oncoming,own1500,8,0.8,0.7217598378658296,0.0030866165179759273,-0.00020661489014779378,1.2,0.0,0.47825012271785833,4.278241275582682,0.794724702835083,0.005411728750914335,0.05650675296783447,0.794724702835083,0.005411728750914335,0.0,0.7947238009137171,0.005542595568775627,0.794724702835083,0.005411728750914335
front_oncoming,own1500,9,0.9,0.801467263698578,0.0043683553580194726,-0.00027718015033824096,1.1,0.0,0.2985646951200834,4.1985350088242965,0.7928266525268555,0.0066049974411726,0.05510580539703369,0.7970742583274841,0.012817388400435448,0.0,0.7970715930507711,0.012982075536002358,0.7970742583274842,0.012817388400435448
front_oncoming,own1500,10,1.0,0.880540591478348,0.005192849645391108,-0.00040318972099857576,1.0,0.0,0.1195722207361835,4.119462681484686,0.790733277797699,0.008244942873716354,0.05376601219177246,0.790733277797699,0.008244942873716354,0.0,0.7907309620876647,0.008464118123002592,0.790733277797699,0.008244942873716354
front_oncoming,own1500,11,1.1,0.9594067335128786,0.006174865504726769,-0.0004889272500749442,0.8999999999999999,0.0,0.05972678587260203,4.040597984722691,0.7886614203453064,0.00982015859335661,0.052378296852111816,0.7886614203453064,0.00982015859335661,0.0,0.7886573968552415,0.010138137964580669,0.7886614203453063,0.00982015859335661
front_oncoming,own1500,12,1.2000000000000002,1.0382730304554182,0.007144015957448276,-0.0005746647791513126,0.7999999999999998,0.0,0.23838010404899357,3.9617334107914046,0.7886621356010437,0.009759122505784035,0.052339911460876465,0.7886621356010437,0.009759122505784035,0.0,0.788658136720043,0.01007710217035292,0.7886629694253946,0.00969150452721507
front_oncoming,own1500,13,1.3,1.1164986252144056,0.008390088495645317,-0.0006975239001578259,0.7,0.0,0.41658312302643113,3.8835104379345458,0.7822472453117371,0.012409242801368237,0.04807591438293457,0.7822559475898743,0.012460725381970406,0.0,0.7822486576843234,0.01291025824107709,0.7822559475898744,0.012460725381970406
front_oncoming,own1500,14,1.4000000000000001,1.1944067298725325,0.009741885145041736,-0.000890680827217416,0.5999999999999999,0.0,0.5944865556460778,3.8056057391650087,0.7790810465812683,0.013517966493964195,0.046431660652160645,0.7790810465812683,0.013517966493964195,0.0,0.7790714279504426,0.01406139081153528,0.7790810465812683,0.013517966493964197
front_oncoming,own1500,15,1.5,1.2718471526458937,0.011215919931266102,-0.0010988572809664365,0.5,0.0,0.7719286391289535,3.728169718520663,0.7744119167327881,0.014702418819069862,0.04478311538696289,0.7744042277336121,0.014740347862243652,0.0,0.7743907916179275,0.015430088922355116,0.7744042277336122,0.014740347862243652
front_oncoming,own1500,16,1.6,1.34880921834261,0.012795586814019475,-0.001289814542105905,0.3999999999999999,0.0,0.9488954946957171,3.6512132026357786,0.7696229219436646,0.01576077938079834,0.04310131072998047,0.7696206569671631,0.015796668827533722,0.0,0.7696028340325533,0.01664236238269055,0.7696206569671631,0.01579666882753372
front_oncoming,own1500,17,1.7000000000000002,1.4252931773021893,0.01448283188495377,-0.0015723004262706564,0.2999999999999998,0.0,1.1253863724527078,3.5747361609861064,0.7648432850837708,0.016837628558278084,0.04153633117675781,0.7648395895957947,0.016872450709342957,0.0,0.7648171910678182,0.017858937626170118,0.7648395895957947,0.016872450709342957
front_oncoming,own1500,18,1.8,1.5012961386993604,0.016265760478410513,-0.001820215540772141,0.19999999999999996,0.0,1.3013977929740799,3.4987416715219126,0.7600296139717102,0.01782928593456745,0.04022717475891113,0.7600296139717102,0.01782928593456745,0.0,0.7600006415440945,0.01902425829009047,0.7600296139717102,0.017829285934567448
front_oncoming,own1500,19,1.9000000000000001,1.5767908334091383,0.018151551228794843,-0.002173035111177013,0.09999999999999987,0.0,1.4769023814908246,3.423257290512023,0.7549469470977783,0.018857907503843307,0.0388413667678833,0.7549469470977783,0.018857907503843307,0.0,0.754911371021468,0.020232041670742378,0.7549469470977783,0.018857907503843304
front_oncoming,own1500,20,2.0,1.651787447865315,0.020130448159608634,-0.002485976149795688,0.0,0.0,1.6519101088947052,3.3482730667039937,0.7499661445617676,0.019788969308137894,0.03745877742767334,0.7499661445617676,0.019788969308137894,0.0,0.7499213717705232,0.021418624067321253,0.7499661445617676,0.019788969308137897
front_oncoming,own1500,21,2.1,1.7262916564300732,0.022204734687540324,-0.0028386009940429614,-0.10000000000000009,0.0,1.8264266381622463,3.2737836472500588,0.745042085647583,0.020742865279316902,0.03611433506011963,0.745042085647583,0.020742865279316902,0.0,0.7449882172246355,0.02259495613086233,0.745042085647583,0.020742865279316906
front_oncoming,own1500,22,2.2,1.8003137647464946,0.0243649046168063,-0.003316563916734161,-0.20000000000000018,0.0,2.000462148107602,3.1997790005948437,0.740233838558197,0.021566802635788918,0.03475308418273926,0.740233838558197,0.021566802635788918,0.0,0.7401567824202004,0.023702801743893505,0.7402210831642151,0.021601699292659763
front_oncoming,own1500,23,2.3000000000000003,1.87386129492075,0.026607870054278168,-0.003746370738772731,-0.30000000000000027,0.0,2.1740241278107626,3.1262519383669956,0.7354753017425537,0.022429654374718666,0.033508896827697754,0.7354753017425537,0.022429654374718666,0.0,0.7353968675346007,0.024868777391876325,0.7354753017425536,0.022429654374718666
front_oncoming,own1500,24,2.4000000000000004,1.946945553953953,0.028920727339420114,-0.004222854744072135,-0.40000000000000036,0.0,2.347123738044944,3.0531914219372775,0.7308573126792908,0.02309340052306652,0.032205939292907715,0.7308425903320312,0.02312857285141945,0.0,0.730750813536952,0.02586641143373658,0.7308425903320312,0.02312857285141945
front_oncoming,own1500,25,2.5,2.0195726394012645,0.03130285025093296,-0.0048447611917339815,-0.5,0.0,2.5197670832148926,2.980591739946848,0.726270854473114,0.023821229115128517,0.031035184860229492,0.726270854473114,0.023821229115128517,0.0,0.7261637855780297,0.02688794392749376,0.7262708544731142,0.023821229115128517
front_oncoming,own1500,26,2.6,2.1195153126307686,0.03468841781642979,-0.005492142638449815,-0.6000000000000001,0.0,2.7197365353952643,2.8806935485225127,0.7217789888381958,0.024450331926345825,0.02987372875213623,0.7217789888381958,0.024450331926345825,0.0,0.9992509811683833,0.0386972432354472,0.999426732295042,0.0338556756549683
front_oncoming,own1500,27,2.7,2.219453567527972,0.03820199264865775,-0.006147126414672988,-0.7000000000000002,0.0,2.9197034995345215,2.7808088491256013,0.7150925993919373,0.025140836834907532,0.028499603271484375,0.7150925993919373,0.025140836834907532,0.0,0.9991745069354386,0.04062394232867007,0.9993825489720307,0.03513574832227959
